ProcessID,Arrival_Time,Burst_Time,Priority,Start_Time,Completion_Time,Turnaround_Time,Waiting_Time
P9005,13350,37,6,147810,147847,134497,134460
P9007,13353,4,6,147847,147851,134498,134494
P9021,13373,14,6,147851,147865,134492,134478
P9022,13375,33,6,147865,147898,134523,134490
P9040,13400,45,6,147898,147943,134543,134498
P9051,13418,14,6,147943,147957,134539,134525
P9054,13422,33,6,147957,147990,134568,134535
P9062,13433,49,6,147990,148039,134606,134557
P9075,13453,8,6,148039,148047,134594,134586
P9077,13456,47,6,148047,148094,134638,134591
P9079,13458,35,6,148094,148129,134671,134636
P9080,13458,36,6,148129,148165,134707,134671
P9092,13473,49,6,148165,148214,134741,134692
P9098,13482,9,6,148214,148223,134741,134732
P9103,13491,24,6,148223,148247,134756,134732
P9105,13496,24,6,148247,148271,134775,134751
P9113,13506,17,6,148271,148288,134782,134765
P9117,13511,28,6,148288,148316,134805,134777
P9127,13525,39,6,148316,148355,134830,134791
P9141,13545,27,6,148355,148382,134837,134810
P9156,13571,15,6,148382,148397,134826,134811
P9166,13587,41,6,148397,148438,134851,134810
P9190,13629,23,6,148438,148461,134832,134809
P9205,13653,49,6,148461,148510,134857,134808
P9215,13670,37,6,148510,148547,134877,134840
P9217,13674,6,6,148547,148553,134879,134873
P9239,13704,29,6,148553,148582,134878,134849
P9240,13705,29,6,148582,148611,134906,134877
P9246,13715,44,6,148611,148655,134940,134896
P9255,13729,27,6,148655,148682,134953,134926
P9256,13730,1,6,148682,148683,134953,134952
P9321,13845,15,6,148683,148698,134853,134838
P9351,13889,50,6,148698,148748,134859,134809
P9358,13899,23,6,148748,148771,134872,134849
P9368,13914,46,6,148771,148817,134903,134857
P9398,13959,12,6,148817,148829,134870,134858
P9410,13984,44,6,148829,148873,134889,134845
P9413,13989,43,6,148873,148916,134927,134884
P9418,14000,37,6,148916,148953,134953,134916
P9433,14025,6,6,148953,148959,134934,134928
P9434,14028,44,6,148959,149003,134975,134931
P9440,14038,12,6,149003,149015,134977,134965
P9463,14067,8,6,149015,149023,134956,134948
P9471,14085,9,6,149023,149032,134947,134938
P9473,14088,19,6,149032,149051,134963,134944
P9486,14102,20,6,149051,149071,134969,134949
P9487,14103,34,6,149071,149105,135002,134968
P9490,14107,34,6,149105,149139,135032,134998
P9495,14115,34,6,149139,149173,135058,135024
P9500,14122,29,6,149173,149202,135080,135051
P9510,14130,25,6,149202,149227,135097,135072
P9512,14135,48,6,149227,149275,135140,135092
P9520,14145,37,6,149275,149312,135167,135130
P9532,14169,31,6,149312,149343,135174,135143
P9536,14175,25,6,149343,149368,135193,135168
P9549,14183,50,6,149368,149418,135235,135185
P9581,14234,27,6,149418,149445,135211,135184
P9589,14244,5,6,149445,149450,135206,135201
P9595,14249,38,6,149450,149488,135239,135201
P9601,14256,6,6,149488,149494,135238,135232
P9612,14275,10,6,149494,149504,135229,135219
P9622,14292,41,6,149504,149545,135253,135212
P9637,14323,30,6,149545,149575,135252,135222
P9666,14363,28,6,149575,149603,135240,135212
P9687,14399,1,6,149603,149604,135205,135204
P9690,14400,41,6,149604,149645,135245,135204
P9694,14407,8,6,149645,149653,135246,135238
P9707,14426,32,6,149653,149685,135259,135227
P9722,14445,37,6,149685,149722,135277,135240
P9726,14451,43,6,149722,149765,135314,135271
P9745,14477,32,6,149765,149797,135320,135288
P9753,14490,19,6,149797,149816,135326,135307
P9770,14517,13,6,149816,149829,135312,135299
P9782,14537,34,6,149829,149863,135326,135292
P9785,14545,40,6,149863,149903,135358,135318
P9790,14555,34,6,149903,149937,135382,135348
P9794,14560,14,6,149937,149951,135391,135377
P9834,14621,11,6,149951,149962,135341,135330
P9848,14632,37,6,149962,149999,135367,135330
P9850,14636,42,6,149999,150041,135405,135363
P9870,14661,13,6,150041,150054,135393,135380
P9874,14663,22,6,150054,150076,135413,135391
P9892,14688,14,6,150076,150090,135402,135388
P9898,14693,20,6,150090,150110,135417,135397
P9905,14702,4,6,150110,150114,135412,135408
P9931,14742,1,6,150114,150115,135373,135372
P9947,14763,1,6,150115,150116,135353,135352
P9955,14777,5,6,150116,150121,135344,135339
P9960,14786,41,6,150121,150162,135376,135335
P9965,14791,16,6,150162,150178,135387,135371
P9966,14791,39,6,150178,150217,135426,135387
P9967,14792,34,6,150217,150251,135459,135425
P9974,14803,47,6,150251,150298,135495,135448
P15,23,44,7,150298,150342,150319,150275
P19,26,19,7,150342,150361,150335,150316
P34,45,33,7,150361,150394,150349,150316
P36,48,13,7,150394,150407,150359,150346
P40,58,4,7,150407,150411,150353,150349
P68,97,37,7,150411,150448,150351,150314
P81,110,32,7,150448,150480,150370,150338
P95,133,33,7,150480,150513,150380,150347
P104,144,9,7,150513,150522,150378,150369
P109,152,42,7,150522,150564,150412,150370
P113,159,49,7,150564,150613,150454,150405
P128,175,6,7,150613,150619,150444,150438
P137,193,41,7,150619,150660,150467,150426
P144,201,26,7,150660,150686,150485,150459
P151,213,11,7,150686,150697,150484,150473
P163,227,47,7,150697,150744,150517,150470
P166,233,40,7,150744,150784,150551,150511
P168,234,49,7,150784,150833,150599,150550
P174,245,35,7,150833,150868,150623,150588
P184,264,6,7,150868,150874,150610,150604
P189,270,26,7,150874,150900,150630,150604
P192,277,44,7,150900,150944,150667,150623
P216,314,4,7,150944,150948,150634,150630
P230,340,42,7,150948,150990,150650,150608
P232,343,26,7,150990,151016,150673,150647
P249,364,46,7,151016,151062,150698,150652
P251,365,29,7,151062,151091,150726,150697
P275,399,36,7,151091,151127,150728,150692
P332,486,16,7,151127,151143,150657,150641
P337,489,20,7,151143,151163,150674,150654
P338,490,33,7,151163,151196,150706,150673
P340,493,26,7,151196,151222,150729,150703
P352,507,5,7,151222,151227,150720,150715
P373,548,1,7,151227,151228,150680,150679
P375,549,43,7,151228,151271,150722,150679
P378,553,16,7,151271,151287,150734,150718
P386,566,11,7,151287,151298,150732,150721
P398,583,41,7,151298,151339,150756,150715
P400,586,47,7,151339,151386,150800,150753
P405,594,37,7,151386,151423,150829,150792
P406,597,29,7,151423,151452,150855,150826
P459,668,8,7,151452,151460,150792,150784
P460,668,22,7,151460,151482,150814,150792
P466,683,46,7,151482,151528,150845,150799
P480,693,12,7,151528,151540,150847,150835
P491,709,9,7,151540,151549,150840,150831
P506,729,22,7,151549,151571,150842,150820
P520,753,41,7,151571,151612,150859,150818
P554,807,39,7,151612,151651,150844,150805
P564,818,35,7,151651,151686,150868,150833
P576,843,32,7,151686,151718,150875,150843
P587,853,42,7,151718,151760,150907,150865
P592,866,45,7,151760,151805,150939,150894
P596,868,47,7,151805,151852,150984,150937
P613,898,21,7,151852,151873,150975,150954
P625,915,31,7,151873,151904,150989,150958
P626,918,45,7,151904,151949,151031,150986
P627,919,23,7,151949,151972,151053,151030
P643,937,20,7,151972,151992,151055,151035
P648,945,44,7,151992,152036,151091,151047
P689,1006,19,7,152036,152055,151049,151030
P717,1061,43,7,152055,152098,151037,150994
P725,1073,14,7,152098,152112,151039,151025
P789,1163,16,7,152112,152128,150965,150949
P800,1183,49,7,152128,152177,150994,150945
P802,1186,1,7,152177,152178,150992,150991
P806,1191,30,7,152178,152208,151017,150987
P810,1197,48,7,152208,152256,151059,151011
P823,1211,50,7,152256,152306,151095,151045
P829,1217,40,7,152306,152346,151129,151089
P850,1251,2,7,152346,152348,151097,151095
P852,1255,8,7,152348,152356,151101,151093
P857,1262,37,7,152356,152393,151131,151094
P859,1263,14,7,152393,152407,151144,151130
P876,1285,35,7,152407,152442,151157,151122
P888,1304,25,7,152442,152467,151163,151138
P891,1307,41,7,152467,152508,151201,151160
P894,1314,9,7,152508,152517,151203,151194
P906,1334,19,7,152517,152536,151202,151183
P918,1346,19,7,152536,152555,151209,151190
P919,1349,7,7,152555,152562,151213,151206
P922,1357,47,7,152562,152609,151252,151205
P942,1398,24,7,152609,152633,151235,151211
P951,1412,32,7,152633,152665,151253,151221
P958,1424,21,7,152665,152686,151262,151241
P970,1443,42,7,152686,152728,151285,151243
P977,1450,45,7,152728,152773,151323,151278
P985,1461,26,7,152773,152799,151338,151312
P987,1464,47,7,152799,152846,151382,151335
P992,1472,6,7,152846,152852,151380,151374
P1002,1484,40,7,152852,152892,151408,151368
P1037,1529,46,7,152892,152938,151409,151363
P1042,1533,4,7,152938,152942,151409,151405
P1046,1535,4,7,152942,152946,151411,151407
P1053,1548,19,7,152946,152965,151417,151398
P1058,1553,42,7,152965,153007,151454,151412
P1062,1559,26,7,153007,153033,151474,151448
P1068,1571,25,7,153033,153058,151487,151462
P1070,1575,43,7,153058,153101,151526,151483
P1098,1602,13,7,153101,153114,151512,151499
P1107,1616,49,7,153114,153163,151547,151498
P1116,1629,16,7,153163,153179,151550,151534
P1124,1641,4,7,153179,153183,151542,151538
P1144,1671,26,7,153183,153209,151538,151512
P1145,1671,1,7,153209,153210,151539,151538
P1167,1699,28,7,153210,153238,151539,151511
P1168,1700,36,7,153238,153274,151574,151538
P1199,1748,35,7,153274,153309,151561,151526
P1204,1754,26,7,153309,153335,151581,151555
P1221,1781,1,7,153335,153336,151555,151554
P1222,1783,5,7,153336,153341,151558,151553
P1238,1805,25,7,153341,153366,151561,151536
P1240,1808,40,7,153366,153406,151598,151558
P1247,1820,3,7,153406,153409,151589,151586
P1249,1825,38,7,153409,153447,151622,151584
P1262,1844,48,7,153447,153495,151651,151603
P1268,1852,36,7,153495,153531,151679,151643
P1276,1864,13,7,153531,153544,151680,151667
P1280,1874,29,7,153544,153573,151699,151670
P1286,1878,2,7,153573,153575,151697,151695
P1302,1902,36,7,153575,153611,151709,151673
P1304,1903,3,7,153611,153614,151711,151708
P1325,1936,28,7,153614,153642,151706,151678
P1327,1941,17,7,153642,153659,151718,151701
P1328,1941,20,7,153659,153679,151738,151718
P1331,1945,32,7,153679,153711,151766,151734
P1334,1948,31,7,153711,153742,151794,151763
P1342,1956,2,7,153742,153744,151788,151786
P1344,1959,29,7,153744,153773,151814,151785
P1345,1961,16,7,153773,153789,151828,151812
P1348,1964,39,7,153789,153828,151864,151825
P1355,1975,20,7,153828,153848,151873,151853
P1376,2002,8,7,153848,153856,151854,151846
P1382,2015,4,7,153856,153860,151845,151841
P1388,2026,46,7,153860,153906,151880,151834
P1391,2031,50,7,153906,153956,151925,151875
P1400,2043,12,7,153956,153968,151925,151913
P1401,2043,9,7,153968,153977,151934,151925
P1426,2079,23,7,153977,154000,151921,151898
P1430,2086,27,7,154000,154027,151941,151914
P1443,2107,50,7,154027,154077,151970,151920
P1462,2135,2,7,154077,154079,151944,151942
P1468,2144,19,7,154079,154098,151954,151935
P1471,2148,3,7,154098,154101,151953,151950
P1491,2177,47,7,154101,154148,151971,151924
P1500,2196,43,7,154148,154191,151995,151952
P1526,2229,22,7,154191,154213,151984,151962
P1527,2232,5,7,154213,154218,151986,151981
P1531,2233,11,7,154218,154229,151996,151985
P1548,2256,45,7,154229,154274,152018,151973
P1560,2279,43,7,154274,154317,152038,151995
P1563,2285,15,7,154317,154332,152047,152032
P1601,2348,27,7,154332,154359,152011,151984
P1608,2365,44,7,154359,154403,152038,151994
P1610,2365,17,7,154403,154420,152055,152038
P1615,2373,45,7,154420,154465,152092,152047
P1623,2386,49,7,154465,154514,152128,152079
P1644,2413,14,7,154514,154528,152115,152101
P1656,2431,12,7,154528,154540,152109,152097
P1663,2436,19,7,154540,154559,152123,152104
P1669,2449,42,7,154559,154601,152152,152110
P1677,2460,45,7,154601,154646,152186,152141
P1700,2490,41,7,154646,154687,152197,152156
P1709,2500,42,7,154687,154729,152229,152187
P1722,2518,14,7,154729,154743,152225,152211
P1726,2523,25,7,154743,154768,152245,152220
P1742,2544,11,7,154768,154779,152235,152224
P1743,2547,30,7,154779,154809,152262,152232
P1760,2572,13,7,154809,154822,152250,152237
P1767,2583,48,7,154822,154870,152287,152239
P1771,2588,38,7,154870,154908,152320,152282
P1775,2596,23,7,154908,154931,152335,152312
P1794,2626,41,7,154931,154972,152346,152305
P1805,2640,1,7,154972,154973,152333,152332
P1809,2643,3,7,154973,154976,152333,152330
P1818,2656,2,7,154976,154978,152322,152320
P1852,2714,37,7,154978,155015,152301,152264
P1858,2723,36,7,155015,155051,152328,152292
P1872,2742,23,7,155051,155074,152332,152309
P1877,2749,14,7,155074,155088,152339,152325
P1895,2777,16,7,155088,155104,152327,152311
P1903,2787,42,7,155104,155146,152359,152317
P1908,2794,39,7,155146,155185,152391,152352
P1930,2827,49,7,155185,155234,152407,152358
P1942,2839,47,7,155234,155281,152442,152395
P1953,2858,20,7,155281,155301,152443,152423
P1961,2869,13,7,155301,155314,152445,152432
P1971,2880,35,7,155314,155349,152469,152434
P1984,2901,4,7,155349,155353,152452,152448
P1987,2906,10,7,155353,155363,152457,152447
P2001,2924,19,7,155363,155382,152458,152439
P2003,2928,42,7,155382,155424,152496,152454
P2020,2954,16,7,155424,155440,152486,152470
P2028,2967,35,7,155440,155475,152508,152473
P2047,2992,2,7,155475,155477,152485,152483
P2050,2995,29,7,155477,155506,152511,152482
P2052,2996,5,7,155506,155511,152515,152510
P2057,3005,19,7,155511,155530,152525,152506
P2060,3009,37,7,155530,155567,152558,152521
P2069,3023,4,7,155567,155571,152548,152544
P2071,3028,6,7,155571,155577,152549,152543
P2085,3056,7,7,155577,155584,152528,152521
P2098,3074,4,7,155584,155588,152514,152510
P2109,3093,43,7,155588,155631,152538,152495
P2122,3107,39,7,155631,155670,152563,152524
P2132,3122,48,7,155670,155718,152596,152548
P2148,3135,41,7,155718,155759,152624,152583
P2161,3158,12,7,155759,155771,152613,152601
P2165,3164,11,7,155771,155782,152618,152607
P2168,3170,47,7,155782,155829,152659,152612
P2207,3221,43,7,155829,155872,152651,152608
P2212,3227,40,7,155872,155912,152685,152645
P2220,3235,10,7,155912,155922,152687,152677
P2237,3255,8,7,155922,155930,152675,152667
P2250,3280,42,7,155930,155972,152692,152650
P2252,3283,24,7,155972,155996,152713,152689
P2262,3301,32,7,155996,156028,152727,152695
P2272,3314,37,7,156028,156065,152751,152714
P2273,3317,27,7,156065,156092,152775,152748
P2276,3322,33,7,156092,156125,152803,152770
P2277,3324,5,7,156125,156130,152806,152801
P2291,3345,32,7,156130,156162,152817,152785
P2294,3352,8,7,156162,156170,152818,152810
P2304,3367,8,7,156170,156178,152811,152803
P2310,3379,3,7,156178,156181,152802,152799
P2324,3400,14,7,156181,156195,152795,152781
P2326,3402,32,7,156195,156227,152825,152793
P2335,3417,49,7,156227,156276,152859,152810
P2336,3418,6,7,156276,156282,152864,152858
P2343,3425,48,7,156282,156330,152905,152857
P2353,3448,28,7,156330,156358,152910,152882
P2379,3498,3,7,156358,156361,152863,152860
P2384,3507,34,7,156361,156395,152888,152854
P2404,3534,23,7,156395,156418,152884,152861
P2407,3537,28,7,156418,156446,152909,152881
P2426,3560,47,7,156446,156493,152933,152886
P2427,3561,49,7,156493,156542,152981,152932
P2433,3570,31,7,156542,156573,153003,152972
P2438,3578,11,7,156573,156584,153006,152995
P2462,3607,28,7,156584,156612,153005,152977
P2475,3627,26,7,156612,156638,153011,152985
P2495,3654,29,7,156638,156667,153013,152984
P2499,3663,38,7,156667,156705,153042,153004
P2506,3671,20,7,156705,156725,153054,153034
P2508,3672,37,7,156725,156762,153090,153053
P2510,3672,20,7,156762,156782,153110,153090
P2517,3683,21,7,156782,156803,153120,153099
P2524,3697,38,7,156803,156841,153144,153106
P2529,3707,45,7,156841,156886,153179,153134
P2530,3707,27,7,156886,156913,153206,153179
P2544,3727,39,7,156913,156952,153225,153186
P2566,3771,14,7,156952,156966,153195,153181
P2568,3772,48,7,156966,157014,153242,153194
P2576,3786,30,7,157014,157044,153258,153228
P2596,3810,11,7,157044,157055,153245,153234
P2611,3838,18,7,157055,157073,153235,153217
P2636,3870,17,7,157073,157090,153220,153203
P2656,3900,47,7,157090,157137,153237,153190
P2657,3900,32,7,157137,157169,153269,153237
P2665,3911,31,7,157169,157200,153289,153258
P2675,3923,36,7,157200,157236,153313,153277
P2680,3934,21,7,157236,157257,153323,153302
P2683,3938,49,7,157257,157306,153368,153319
P2693,3957,6,7,157306,157312,153355,153349
P2695,3960,11,7,157312,157323,153363,153352
P2711,3986,24,7,157323,157347,153361,153337
P2718,3996,47,7,157347,157394,153398,153351
P2720,3999,29,7,157394,157423,153424,153395
P2761,4058,18,7,157423,157441,153383,153365
P2767,4067,20,7,157441,157461,153394,153374
P2780,4082,23,7,157461,157484,153402,153379
P2783,4088,24,7,157484,157508,153420,153396
P2802,4115,27,7,157508,157535,153420,153393
P2810,4126,45,7,157535,157580,153454,153409
P2811,4129,34,7,157580,157614,153485,153451
P2818,4138,21,7,157614,157635,153497,153476
P2821,4147,40,7,157635,157675,153528,153488
P2826,4151,24,7,157675,157699,153548,153524
P2840,4173,3,7,157699,157702,153529,153526
P2841,4175,16,7,157702,157718,153543,153527
P2850,4183,46,7,157718,157764,153581,153535
P2854,4190,36,7,157764,157800,153610,153574
P2873,4216,27,7,157800,157827,153611,153584
P2882,4229,37,7,157827,157864,153635,153598
P2899,4260,32,7,157864,157896,153636,153604
P2903,4269,10,7,157896,157906,153637,153627
P2904,4269,6,7,157906,157912,153643,153637
P2908,4278,26,7,157912,157938,153660,153634
P2935,4329,12,7,157938,157950,153621,153609
P2962,4368,40,7,157950,157990,153622,153582
P2981,4390,40,7,157990,158030,153640,153600
P2997,4413,14,7,158030,158044,153631,153617
P2998,4416,3,7,158044,158047,153631,153628
P2999,4417,47,7,158047,158094,153677,153630
P3006,4426,4,7,158094,158098,153672,153668
P3008,4430,30,7,158098,158128,153698,153668
P3010,4433,11,7,158128,158139,153706,153695
P3035,4473,28,7,158139,158167,153694,153666
P3043,4481,39,7,158167,158206,153725,153686
P3056,4498,21,7,158206,158227,153729,153708
P3085,4538,27,7,158227,158254,153716,153689
P3100,4561,5,7,158254,158259,153698,153693
P3105,4566,43,7,158259,158302,153736,153693
P3112,4571,50,7,158302,158352,153781,153731
P3127,4588,12,7,158352,158364,153776,153764
P3135,4602,39,7,158364,158403,153801,153762
P3148,4614,14,7,158403,158417,153803,153789
P3154,4623,10,7,158417,158427,153804,153794
P3162,4634,6,7,158427,158433,153799,153793
P3176,4658,1,7,158433,158434,153776,153775
P3179,4664,14,7,158434,158448,153784,153770
P3201,4695,10,7,158448,158458,153763,153753
P3212,4709,45,7,158458,158503,153794,153749
P3213,4709,37,7,158503,158540,153831,153794
P3233,4737,1,7,158540,158541,153804,153803
P3234,4739,32,7,158541,158573,153834,153802
P3235,4741,38,7,158573,158611,153870,153832
P3247,4756,14,7,158611,158625,153869,153855
P3250,4758,24,7,158625,158649,153891,153867
P3274,4797,14,7,158649,158663,153866,153852
P3282,4809,22,7,158663,158685,153876,153854
P3284,4812,14,7,158685,158699,153887,153873
P3286,4812,42,7,158699,158741,153929,153887
P3293,4827,22,7,158741,158763,153936,153914
P3318,4871,50,7,158763,158813,153942,153892
P3341,4893,7,7,158813,158820,153927,153920
P3346,4897,18,7,158820,158838,153941,153923
P3347,4898,38,7,158838,158876,153978,153940
P3391,4964,3,7,158876,158879,153915,153912
P3406,4989,41,7,158879,158920,153931,153890
P3420,5010,36,7,158920,158956,153946,153910
P3437,5040,25,7,158956,158981,153941,153916
P3439,5045,7,7,158981,158988,153943,153936
P3452,5064,19,7,158988,159007,153943,153924
P3463,5085,26,7,159007,159033,153948,153922
P3474,5106,2,7,159033,159035,153929,153927
P3504,5153,17,7,159035,159052,153899,153882
P3505,5156,37,7,159052,159089,153933,153896
P3531,5198,46,7,159089,159135,153937,153891
P3532,5200,48,7,159135,159183,153983,153935
P3536,5203,41,7,159183,159224,154021,153980
P3541,5205,9,7,159224,159233,154028,154019
P3563,5240,28,7,159233,159261,154021,153993
P3589,5279,12,7,159261,159273,153994,153982
P3600,5295,10,7,159273,159283,153988,153978
P3614,5311,29,7,159283,159312,154001,153972
P3616,5316,17,7,159312,159329,154013,153996
P3624,5329,45,7,159329,159374,154045,154000
P3638,5351,42,7,159374,159416,154065,154023
P3648,5360,3,7,159416,159419,154059,154056
P3654,5367,45,7,159419,159464,154097,154052
P3688,5407,43,7,159464,159507,154100,154057
P3695,5418,43,7,159507,159550,154132,154089
P3712,5433,31,7,159550,159581,154148,154117
P3722,5449,7,7,159581,159588,154139,154132
P3727,5453,47,7,159588,159635,154182,154135
P3736,5466,9,7,159635,159644,154178,154169
P3737,5467,43,7,159644,159687,154220,154177
P3739,5470,47,7,159687,159734,154264,154217
P3748,5482,15,7,159734,159749,154267,154252
P3754,5490,3,7,159749,159752,154262,154259
P3800,5555,10,7,159752,159762,154207,154197
P3808,5566,36,7,159762,159798,154232,154196
P3812,5575,28,7,159798,159826,154251,154223
P3826,5595,12,7,159826,159838,154243,154231
P3831,5602,24,7,159838,159862,154260,154236
P3834,5604,42,7,159862,159904,154300,154258
P3842,5612,29,7,159904,159933,154321,154292
P3845,5619,30,7,159933,159963,154344,154314
P3860,5647,25,7,159963,159988,154341,154316
P3862,5650,35,7,159988,160023,154373,154338
P3866,5655,16,7,160023,160039,154384,154368
P3893,5680,38,7,160039,160077,154397,154359
P3912,5714,16,7,160077,160093,154379,154363
P3925,5735,25,7,160093,160118,154383,154358
P3927,5737,5,7,160118,160123,154386,154381
P3929,5742,19,7,160123,160142,154400,154381
P3944,5763,50,7,160142,160192,154429,154379
P3945,5764,25,7,160192,160217,154453,154428
P3957,5784,35,7,160217,160252,154468,154433
P3969,5804,50,7,160252,160302,154498,154448
P3973,5810,42,7,160302,160344,154534,154492
P3975,5811,24,7,160344,160368,154557,154533
P3981,5819,22,7,160368,160390,154571,154549
P3987,5828,24,7,160390,160414,154586,154562
P3988,5831,19,7,160414,160433,154602,154583
P3992,5835,43,7,160433,160476,154641,154598
P3995,5843,41,7,160476,160517,154674,154633
P3997,5847,20,7,160517,160537,154690,154670
P4000,5849,44,7,160537,160581,154732,154688
P4001,5849,37,7,160581,160618,154769,154732
P4002,5849,49,7,160618,160667,154818,154769
P4004,5851,23,7,160667,160690,154839,154816
P4009,5860,3,7,160690,160693,154833,154830
P4013,5863,37,7,160693,160730,154867,154830
P4044,5914,30,7,160730,160760,154846,154816
P4048,5922,30,7,160760,160790,154868,154838
P4056,5929,31,7,160790,160821,154892,154861
P4072,5954,48,7,160821,160869,154915,154867
P4076,5959,38,7,160869,160907,154948,154910
P4083,5972,18,7,160907,160925,154953,154935
P4085,5973,38,7,160925,160963,154990,154952
P4087,5975,10,7,160963,160973,154998,154988
P4102,5999,7,7,160973,160980,154981,154974
P4109,6006,37,7,160980,161017,155011,154974
P4130,6037,34,7,161017,161051,155014,154980
P4133,6041,34,7,161051,161085,155044,155010
P4134,6042,19,7,161085,161104,155062,155043
P4137,6043,36,7,161104,161140,155097,155061
P4141,6048,39,7,161140,161179,155131,155092
P4161,6083,14,7,161179,161193,155110,155096
P4199,6151,15,7,161193,161208,155057,155042
P4220,6188,26,7,161208,161234,155046,155020
P4254,6239,21,7,161234,161255,155016,154995
P4260,6248,35,7,161255,161290,155042,155007
P4289,6286,50,7,161290,161340,155054,155004
P4300,6303,46,7,161340,161386,155083,155037
P4319,6326,31,7,161386,161417,155091,155060
P4339,6353,43,7,161417,161460,155107,155064
P4342,6356,22,7,161460,161482,155126,155104
P4343,6358,42,7,161482,161524,155166,155124
P4375,6409,26,7,161524,161550,155141,155115
P4402,6448,4,7,161550,161554,155106,155102
P4405,6454,44,7,161554,161598,155144,155100
P4422,6487,9,7,161598,161607,155120,155111
P4431,6500,16,7,161607,161623,155123,155107
P4434,6501,20,7,161623,161643,155142,155122
P4471,6536,10,7,161643,161653,155117,155107
P4482,6556,21,7,161653,161674,155118,155097
P4502,6577,36,7,161674,161710,155133,155097
P4506,6585,47,7,161710,161757,155172,155125
P4511,6589,2,7,161757,161759,155170,155168
P4512,6591,49,7,161759,161808,155217,155168
P4515,6595,50,7,161808,161858,155263,155213
P4516,6595,16,7,161858,161874,155279,155263
P4518,6598,7,7,161874,161881,155283,155276
P4519,6601,42,7,161881,161923,155322,155280
P4523,6608,42,7,161923,161965,155357,155315
P4546,6642,29,7,161965,161994,155352,155323
P4554,6657,36,7,161994,162030,155373,155337
P4555,6657,2,7,162030,162032,155375,155373
P4567,6671,20,7,162032,162052,155381,155361
P4583,6696,6,7,162052,162058,155362,155356
P4585,6697,41,7,162058,162099,155402,155361
P4587,6700,14,7,162099,162113,155413,155399
P4589,6705,7,7,162113,162120,155415,155408
P4600,6721,50,7,162120,162170,155449,155399
P4646,6775,5,7,162170,162175,155400,155395
P4648,6780,47,7,162175,162222,155442,155395
P4677,6819,49,7,162222,162271,155452,155403
P4720,6891,37,7,162271,162308,155417,155380
P4760,6954,41,7,162308,162349,155395,155354
P4767,6963,12,7,162349,162361,155398,155386
P4772,6970,44,7,162361,162405,155435,155391
P4773,6972,39,7,162405,162444,155472,155433
P4791,6997,37,7,162444,162481,155484,155447
P4795,7004,32,7,162481,162513,155509,155477
P4833,7061,45,7,162513,162558,155497,155452
P4835,7066,14,7,162558,162572,155506,155492
P4839,7074,8,7,162572,162580,155506,155498
P4849,7088,42,7,162580,162622,155534,155492
P4850,7088,41,7,162622,162663,155575,155534
P4876,7130,20,7,162663,162683,155553,155533
P4883,7138,34,7,162683,162717,155579,155545
P4888,7144,7,7,162717,162724,155580,155573
P4912,7184,49,7,162724,162773,155589,155540
P4917,7196,36,7,162773,162809,155613,155577
P4925,7207,26,7,162809,162835,155628,155602
P4939,7232,28,7,162835,162863,155631,155603
P4942,7236,23,7,162863,162886,155650,155627
P4943,7236,2,7,162886,162888,155652,155650
P4946,7241,13,7,162888,162901,155660,155647
P4973,7270,23,7,162901,162924,155654,155631
P4983,7282,12,7,162924,162936,155654,155642
P4986,7287,5,7,162936,162941,155654,155649
P4989,7294,30,7,162941,162971,155677,155647
P5017,7340,33,7,162971,163004,155664,155631
P5018,7340,1,7,163004,163005,155665,155664
P5024,7349,11,7,163005,163016,155667,155656
P5026,7353,10,7,163016,163026,155673,155663
P5029,7360,48,7,163026,163074,155714,155666
P5039,7370,41,7,163074,163115,155745,155704
P5042,7374,22,7,163115,163137,155763,155741
P5050,7385,34,7,163137,163171,155786,155752
P5056,7394,31,7,163171,163202,155808,155777
P5066,7412,25,7,163202,163227,155815,155790
P5067,7413,38,7,163227,163265,155852,155814
P5072,7417,29,7,163265,163294,155877,155848
P5090,7447,37,7,163294,163331,155884,155847
P5138,7511,4,7,163331,163335,155824,155820
P5159,7534,50,7,163335,163385,155851,155801
P5163,7539,38,7,163385,163423,155884,155846
P5208,7614,42,7,163423,163465,155851,155809
P5211,7619,33,7,163465,163498,155879,155846
P5213,7622,5,7,163498,163503,155881,155876
P5232,7656,29,7,163503,163532,155876,155847
P5244,7678,38,7,163532,163570,155892,155854
P5290,7752,30,7,163570,163600,155848,155818
P5293,7755,19,7,163600,163619,155864,155845
P5297,7764,33,7,163619,163652,155888,155855
P5316,7786,30,7,163652,163682,155896,155866
P5325,7803,32,7,163682,163714,155911,155879
P5340,7825,21,7,163714,163735,155910,155889
P5342,7830,2,7,163735,163737,155907,155905
P5352,7841,10,7,163737,163747,155906,155896
P5353,7844,45,7,163747,163792,155948,155903
P5362,7861,15,7,163792,163807,155946,155931
P5377,7890,16,7,163807,163823,155933,155917
P5399,7917,18,7,163823,163841,155924,155906
P5401,7921,45,7,163841,163886,155965,155920
P5407,7931,26,7,163886,163912,155981,155955
P5418,7951,27,7,163912,163939,155988,155961
P5434,7977,46,7,163939,163985,156008,155962
P5436,7980,38,7,163985,164023,156043,156005
P5442,7992,27,7,164023,164050,156058,156031
P5464,8025,3,7,164050,164053,156028,156025
P5468,8028,28,7,164053,164081,156053,156025
P5476,8039,3,7,164081,164084,156045,156042
P5478,8043,32,7,164084,164116,156073,156041
